"code";"description"
"F022";"Demencia  en la enfermedad de Huntington"
"F023";"Demencia  en la enfermedad de Parkinson"
"F024";"Demencia  en la enfermedad por virus de la inmunodeficiencia humana [VIH]"
"F028";"Demencia  en otras enfermedades especificadas clasificadas en otra parte"
"F03";"Demencia No Especificada"
"F03X";"Demencia , no especificada"
"F04";"Sindrome Amnesico Organico, No Inducido Por Alcohol O Por Otras Sustancias Psicoactivas"
"F04X";"Sindrome amnesico organico, no inducido por alcohol o por otras sustancias psicoactivas"
"F05";"Delirio, No Inducido Por Alcohol O Por Otras Sustancias Psicoactivas"
"F050";"Delirio no superpuesto a un cuadro de demencia, asi descrito"
"F051";"Delirio superpuesto a un cuadro de demencia"
"F058";"Otros delirios"
"F059";"Delirio, no especificado"
"F06";"Otros Trastornos Mentales Debidos A Lesion Y Disfuncion Cerebral, Y A Enfermedad Fisica"
"F060";"Alucinosis organica"
"F061";"Trastorno catatonico, organico"
"F062";"Trastorno delirante [esquizofreniforme], organico"
"F063";"Trastornos del humor [afectivos], organicos"
"F064";"Trastorno de ansiedad, organico"
"F065";"Trastorno disociativo, organico"
"F066";"Trastorno de labilidad emocional [astenico], organico"
"F067";"Trastorno cognoscitivo leve"
"F068";"Otros trastornos mentales especificados debidos a lesion y disfuncion cerebral y a enfermedad fisica"
"F069";"Trastorno mental no especificado debido a lesion y disfuncion cerebral y a enfermedad fisica"
"F07";"Trastornos De La Personalidad Y Del Comportamiento Debidos A Enfermedad, Lesion O Disfuncion Cerebral"
"F070";"Trastorno de la personalidad, organico"
"F071";"Sindrome postencefalitico"
"F072";"Sindrome postconcusional"
"F078";"Otros trastornos organicos de la personalidad y del comportamiento debidos a enfermedad, lesion y  disfuncion cerebrales"
"F079";"Trastorno organico de la personalidad y del comportamiento, no especificado, debido a enfermedad, lesion y disfuncion cerebral"
"F09";"Trastorno Mental Organico O Sintomatico, No Especificado"
"F09X";"Trastorno mental organico o sintomatico, no especificado"
"F10";"Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Alcohol"
"F100";"Trastornos mentales y del comportamiento debidos al uso de alcohol, intoxicacion aguda"
"F101";"Trastornos mentales y del comportamiento debidos al uso de alcohol, uso nocivo"
"F102";"Trastornos mentales y del comportamiento debidos al uso de alcohol, sindrome de dependencia"
"F103";"Trastornos mentales y del comportamiento debidos al uso de alcohol, estado de abstinencia"
"F104";"Trastornos mentales y del comportamiento debidos al uso de alcohol, estado de abstinencia con delirio"
"F105";"Trastornos mentales y del comportamiento debidos al uso de alcohol, trastorno psicotico"
"F106";"Trastornos mentales y del comportamiento debidos al uso de alcohol, sindrome amnesico"
"F107";"Trastornos mentales y del comportamiento debidos al uso de alcohol, trastorno psicotico residual y de comienzo tardio"
"F108";"Trastornos mentales y del comportamiento debidos al uso de alcohol, otros trastornos mentales y del comportamiento"
"F109";"Trastornos mentales y del comportamiento debidos al uso de alcohol, trastorno mental y del comportamiento, no especificado"
"F11";"Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos"
"F110";"Trastornos mentales y del comportamiento debidos al uso de opiaceos, intoxicacion aguda"
"F111";"Trastornos mentales y del comportamiento debidos al uso de opiaceos, uso nocivo"
"F112";"Trastornos mentales y del comportamiento debidos al uso de opiaceos, sindrome de dependencia"
"F113";"Trastornos mentales y del comportamiento debidos al uso de opiaceos, estado de abstinencia"
"F114";"Trastornos mentales y del comportamiento debidos al uso de opiaceos, estado de abstinencia con delirio"
"F115";"Trastornos mentales y del comportamiento debidos al uso de opiaceos, trastorno psicotico"
"F116";"Trastornos mentales y del comportamiento debidos al uso de opiaceos, sindrome amnesico"
"F117";"Trastornos mentales y del comportamiento debidos al uso de opiaceos, trastorno psicotico residual y de comienzo tardio"
"F118";"Trastornos mentales y del comportamiento debidos al uso de opiaceos, otros trastornos mentales y del comportamiento"
"F119";"Trastornos mentales y del comportamiento debidos al uso de opiaceos, trastorno mental y del comportamiento, no especificado"
"F12";"Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides"
"F120";"Trastornos mentales y del comportamiento debidos al uso de cannabinoides, intoxicacion aguda"
"F121";"Trastornos mentales y del comportamiento debidos al uso de cannabinoides, uso nocivo"
"F122";"Trastornos mentales y del comportamiento debidos al uso de cannabinoides, sindrome de dependencia"
"F123";"Trastornos mentales y del comportamiento debidos al uso de cannabinoides, estado de abstinencia"
"F124";"Trastornos mentales y del comportamiento debidos al uso de cannabinoides, estado de abstinencia con delirio"
"F125";"Trastornos mentales y del comportamiento debidos al uso de cannabinoides, trastorno psicotico"
"F126";"Trastornos mentales y del comportamiento debidos al uso de cannabinoides, sindrome amnesico"
"F127";"Trastornos mentales y del comportamiento debidos al uso de cannabinoides, trastorno psicotico residual y de comienzo tardio"
"F128";"Trastornos mentales y del comportamiento debidos al uso de cannabinoides, otros trastornos mentales y del comportamiento"
"F129";"Trastornos mentales y del comportamiento debidos al uso de cannabinoides, trastorno mental y del comportamiento, no especificado"
"F13";"Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Sedantes O Hipnoticos"
"F130";"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos, intoxicacion aguda"
"F131";"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos, uso nocivo"
"F132";"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos, sindrome de dependencia"
"F133";"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos, estado de abstinencia"
"F134";"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos, estado de abstinencia con delirio"
"F135";"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos, trastorno psicotico"
"F136";"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos, sindrome amnesico"
"F137";"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos, trastorno psicotico residual y de comienzo  tardio"
"F138";"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos, otros trastornos mentales y del comportamiento"
"F139";"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos, trastornos mental y del comportamiento, no especificados"
"F14";"Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cocaina"
"F140";"Trastornos mentales y del comportamiento debidos al uso de cocaina, intoxicacion aguda"
"F141";"Trastornos mentales y del comportamiento debidos al uso de cocaina, uso nocivo"
"F142";"Trastornos mentales y del comportamiento debidos al uso de cocaina, sindrome de dependencia"
"F143";"Trastornos mentales y del comportamiento debidos al uso de cocaina, estado de abstinencia"
"F144";"Trastornos mentales y del comportamiento debidos al uso de cocaina, estado de abstinencia con delirio"
"F145";"Trastornos mentales y del comportamiento debidos al uso de cocaina, trastorno psicotico"
"F146";"Trastornos mentales y del comportamiento debidos al uso de cocaina, sindrome amnesico"
"F147";"Trastornos mentales y del comportamiento debidos al uso de cocaina, trastorno psicotico residual y de comienzo tardio"
"F148";"Trastornos mentales y del comportamiento debidos al uso de cocaina, otros trastornos mentales y del comportamiento"
"F149";"Trastornos mentales y del comportamiento debidos al uso de cocaina, trastorno mental y del comportamiento, no especificado"
"F15";"Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Otros Estimulantes Incluida La Cafeina"
"F150";"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeina, intoxicacion  aguda"
"F151";"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeina, uso nocivo"
"F152";"Trastornos mentales y del comportamiento  debidos al uso de otros estimulantes, incluida la cafeina, sindrome de dependencia"
"F153";"Trastornos mentales y del comportamiento  debidos al uso de otros estimulantes, incluida la cafeina, estado de abstinencia"
"F154";"Trastornos mentales y del comportamiento  debidos al uso de otros estimulantes, incluida la cafeina, estado de abstinencia con delirio"
"F155";"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeina, trastorno psicotico"
"F156";"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeina, sindrome amnesico"
"F157";"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeina, trastorno psicotico residual y de comienzo tardio"
"F158";"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeina, otros trastornos mentales y del comportamiento"
"F159";"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeina, trastorno mental y del comportamiento, no especificado"
"F16";"Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Alucinogenos"
"F160";"Trastornos mentales y del comportamiento debidos al uso de alucinogenos, intoxicacion aguda"
"F161";"Trastornos mentales y del comportamiento debidos al uso de alucinogenos, uso nocivo"
"F162";"Trastornos mentales y del comportamiento debidos al uso de alucinogenos, sindrome de dependencia"
"F163";"Trastornos mentales y del comportamiento debidos al uso de alucinogenos, estado de abstinencia"
"F164";"Trastornos mentales y del comportamiento debidos al uso de alucinogenos, estado de abstinencia con delirio"
"F165";"Trastornos mentales y del comportamiento debidos al uso de alucinogenos, trastorno psicotico"
"F166";"Trastornos mentales y del comportamiento debidos al uso de alucinogenos, sindrome amnesico"
"F167";"Trastornos mentales y del comportamiento debidos al uso de alucinogenos, trastorno psicotico residual y de comienzo tardio"
"F168";"Trastornos mentales y del comportamiento debidos al uso de alucinogenos, otros trastorno mentales y del comportamiento"
"F169";"Trastornos mentales y del comportamiento debidos al uso de alucinogenos, trastorno mental y del comportamiento, no especificado"
"F17";"Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Tabaco"
"F170";"Trastornos mentales y del comportamiento debidos al uso de tabaco, intoxicacion aguda"
"F171";"Trastornos mentales y del comportamiento debidos al uso de tabaco, uso nocivo"
"F172";"Trastornos mentales y del comportamiento debidos al uso de tabaco, sindrome de dependencia"
"F173";"Trastornos mentales y del comportamiento debidos al uso de tabaco, estado de abstinencia"
"F174";"Trastornos mentales y del comportamiento debidos al uso de tabaco, estado de abstinencia con delirio"
"F175";"Trastornos mentales y del comportamiento debidos al uso de tabaco, trastorno psicotico"
"F176";"Trastornos mentales y del comportamiento debidos al uso de tabaco, sindrome amnesico"
"F177";"Trastornos mentales y del comportamiento debidos al uso de tabaco, trastorno psicotico residual y de comienzo tardio"
"F178";"Trastornos mentales y del comportamiento debidos al uso de tabaco, otros trastornos mentales y del comportamiento"
"F179";"Trastornos mentales y del comportamiento debidos al uso de tabaco, trastorno mental y del comportamiento, no especificado"
"F18";"Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Disolventes Volatiles"
"F180";"Trastornos mentales y del comportamiento debidos al uso de disolventes volatiles, intoxicacion aguda"
"F181";"Trastornos mentales y del comportamiento debidos al uso de disolventes volatiles, uso nocivo"
"F182";"Trastornos mentales y del comportamiento debidos al uso de disolventes volatiles, sindrome de dependencia"
"F183";"Trastornos mentales y del comportamiento debidos al uso de disolventes volatiles, estado de abstinencia"
"F184";"Trastornos mentales y del comportamiento debidos al uso de disolventes volatiles, estado de abstinencia con delirio"
"F185";"Trastornos mentales y del comportamiento debidos al uso de disolventes volatiles, trastorno psicotico"
"F186";"Trastornos mentales y del comportamiento debidos al uso de disolventes volatiles,  sindrome amnesico"
"F187";"Trastornos mentales y del comportamiento debidos al uso de disolventes volatiles, trastorno psicotico residual y de comienzo tardio"
"F188";"Trastornos mentales y del comportamiento debidos al uso de disolventes volatiles, otros trastornos mentales y del comportamiento"
"F189";"Trastornos mentales y del comportamiento debidos al uso de disolventes volatiles, trastorno mental y del comportamiento, no especificado"
"F19";"Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Multiples Drogas Y Al Uso De Otras Sustancias Psicoactivas"
"F190";"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas, intoxicacion aguda"
"F191";"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias  psicoactivas, uso nocivo"
"F192";"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas, sindrome de dependendencia"
"F193";"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas, estado de abstinencia"
"F194";"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas, estado de abstinencia con delirio"
"F195";"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas, trastorno psicotico"
"F196";"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas, sindrome amnesico"
"F197";"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas, trastorno psicotico residual y de comienzo tardio"
"F198";"Trastornos mentales y del comportamiento debidos al uso de multiples drogas  y al uso de otras sustancias psicoactivas, otros trastornos mentales y del comportamiento"
"F199";"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas, trastorno mental y del comportamiento, no especificado"
"F20";"Esquizofrenia"
"F200";"Esquizofrenia paranoide"
"F201";"Esquizofrenia hebefrenica"
"F202";"Esquizofrenia catatonica"
"F203";"Esquizofrenia indiferenciada"
"F204";"Depresion postesquizofrenica"
"F205";"Esquizofrenia residual"
"F206";"Esquizofrenia simple"
"F208";"Otras esquizofrenias"
"F209";"Esquizofrenia, no especificada"
"F21";"Trastorno Esquizotipico"
"F21X";"Trastorno esquizotipico"
"F22";"Trastornos Delirantes Persistentes"
"F220";"Trastorno delirante"
"F228";"Otros trastornos delirantes persistentes"
"F229";"Trastornos delirante persistente, no especificado"
"F23";"Trastornos Psicoticos Agudos Y Transitorios"
"F230";"Trastorno psicotico agudo polimorfo, sin sintomas de esquizofrenia"
"F231";"Trastorno psicotico agudo polimorfo, con sintomas de esquizofrenia"
"F232";"Trastorno psicotico agudo de tipo esquizofrenico"
"F233";"Otro trastorno psicotico agudo, con predominio de ideas delirantes"
"F238";"Otros trastornos psicoticos agudos y transitorios"
"F239";"Trastorno psicotico agudo y transitorio, no especificado"
"F24";"Trastorno Delirante Inducido"
"F24X";"Trastorno delirante inducido"
"F25";"Trastornos Esquizoafectanivos"
"F250";"Trastorno esquizoafectivo de tipo maniaco"
"F251";"Trastorno esquizoafectivo de tipo depresivo"
"F252";"Trastorno esquizoafectivo de tipo mixto"
"F258";"Otros trastornos esquizoafectivos"
"F259";"Trastorno esquizoafectivo, no especificado"
"F28";"Otros Trastornos Psicoticos De Origen No Organico"
"F28X";"Otros trastornos psicoticos  de origen no organico"
"F29";"Psicosis De Origen No Organico, No Especificada"
"F29X";"Psicosis de origen no organico, no especificada"
"F30";"Episodio Maniaco"
"F300";"Hipomania"
"F301";"Mania sin sintomas psicoticos"
"F302";"Mania con sintomas psicoticos"
"F308";"Otros episodios maniacos"
"F309";"Episodio maniaco, no especificado"
"F31";"Trastorno Afectivo Bipolar"
"F310";"Trastorno afectivo bipolar, episodio hipomaniaco presente"
"F311";"Trastorno afectivo bipolar, episodio maniaco presente sin sintomas psicoticos"
"F312";"Trastorno afectivo bipolar, episodio maniaco presente con sintomas psicoticos"
"F313";"Trastorno afectivo bipolar, episodio depresivo presente leve o moderado"
"F314";"Trastorno afectivo bipolar, episodio depresivo grave presente sin sintomas psicoticos"
"F315";"Trastorno afectivo bipolar, episodio depresivo grave presente con sintomas psicoticos"
"F316";"Trastorno afectivo bipolar, episodio mixto presente"
"F317";"Trastorno afectivo bipolar, actualmente en remision"
"F318";"Otros trastornos afectivos bipolares"
"F319";"Trastorno afectivo bipolar, no especificado"
"F32";"Episodio Depresivo"
"F320";"Episodio depresivo leve"
"F321";"Episodio depresivo moderado"
"F322";"Episodio depresivo grave sin sintomas psicoticos"
"F323";"Episodio depresivo grave con sintomas psicoticos"
"F328";"Otros episodios depresivos"
"F329";"Episodio depresivo, no especificado"
"F33";"Trastorno Depresivo Recurrente"
"F330";"Trastorno depresivo recurrente, episodio leve presente"
"F331";"Trastorno depresivo recurrente, episodio moderado presente"
"F332";"Trastorno depresivo recurrente, episodio depresivo grave presente sin sintomas psicoticos"
"F333";"Trastorno depresivo recurrente, episodio depresivo grave presente, con sintomas psicoticos"
"F334";"Trastorno depresivo recurrente actualmente en remision"
"F338";"Otros trastornos depresivos recurrentes"
"F339";"Trastorno depresivo recurrente, no especificado"
"F34";"Trastornos Del Humor [ Afectivos ] Persistentes"
"F340";"Ciclotimia"
"F341";"Distimia"
"F348";"Otros trastornos del humor [afectivos] persistentes"
"F349";"Trastorno persistente del humor [afectivo], no especificado"
"F38";"Otros Trastornos Del Humor [ Afectivos ]"
"F380";"Otros trastornos del humor [afectivos], aislados"
"F381";"Otros trastornos del humor [afectivos], recurrentes"
"F388";"Otros trastornos del humor [afectivos], especificados"
"F39";"Trastorno Del Humor [ Afectivo ], No Especificado"
"F39X";"Trastorno del humor [afectivo], no especificado"
"F40";"Trastornos Fobicos De Ansiedad"
"F400";"Agorafobia"
"F401";"Fobias sociales"
"F402";"Fobias especificas (aisladas)"
"F408";"Otros trastornos fobicos de ansiedad"
"F409";"Trastorno fobico de ansiedad, no especificado"
"F41";"Otros Trastornos De Ansiedad"
"F410";"Trastorno de panico [ansiedad paroxistica episodica]"
"F411";"Trastorno de ansiedad generalizada"
"F412";"Trastorno mixto de ansiedad y depresion"
"F413";"Otros trastornos de ansiedad mixtos"
"F418";"Otros trastornos de ansiedad especificados"
"F419";"Trastorno de ansiedad, no especificado"
"F42";"Trastorno Obsesivo-Compulsivo"
"F420";"Predominio de pensamientos o rumiaciones obsesivas"
"F421";"Predominio de actos compulsivos [rituales obsesivos]"
"F422";"Actos e ideas obsesivas mixtos"
"F428";"Otros trastornos obsesivo-compulsivos"
"F429";"Trastorno obsesivo-compulsivo, no especificado"
"F43";"Reacción al estrés grave y trastornos de adaptación"
"F430";"Reaccion al estres agudo"
"F431";"Trastorno de estres postraumatico"
"F432";"Trastornos de adaptacion"
"F438";"Otras reacciones al estres grave"
"F439";"Reaccion al estres grave, no especificada"
"F44";"Trastornos disociativos [de conversión]"
"F440";"Amnesia disociativa"
"F441";"Fuga disociativa"
"F442";"Estupor disociativo"
"F443";"Trastornos de trance y de posesion"
"F444";"Trastornos disociativos del movimiento"
"F445";"Convulsiones disociativas"
"F446";"Anestesia disociativa y perdida sensorial"
"F447";"Trastornos disociativos mixtos [y de conversion]"
"F448";"Otros trastornos disociativos [de conversion]"
"F449";"Trastorno disociativo [de conversion], no especificado"
"F45";"Trastornos somatomorfos"
"F450";"Trastorno de somatizacion"
"F451";"Trastorno somatomorfo indiferenciado"
"F452";"Trastorno hipocondriaco"
"F453";"Disfuncion autonomica somatomorfa"
"F454";"Trastorno de dolor persistente somatomorfo"
"F458";"Otros trastornos somatomorfos"
"F459";"Trastorno somatomorfo, no especificado"
"F48";"Otros trastornos neuróticos"
"F480";"Neurastenia"
"F481";"Sindrome de despersonalizacion y desvinculacion de la realidad"
"F488";"Otros trastornos neuroticos especificados"
"F489";"Trastorno neurotico, no especificado"
"F50";"Trastornos de la ingestión de alimentos"
"F500";"Anorexia nerviosa"
"F501";"Anorexia nerviosa atipica"
"F502";"Bulimia nerviosa"
"F503";"Bulimia nerviosa atipica"
"F504";"Hiperfagia asociada con otras alteraciones psicologicas"
"F505";"Vomitos asociados con otras alteraciones psicologicas"
"F508";"Otros trastornos de la ingestion de alimentos"
"F509";"Trastorno de la ingestion de alimentos, no especificado"
"F51";"Trastornos no orgánicos del sueño"
"F510";"Insomnio no organico"
"F511";"hipersomnio no organico"
"F512";"Trastorno no organico del ciclo sueno-vigilia"
"F513";"Sonambulismo"
"F514";"Terrores del sueno [terrores nocturnos]"
"F515";"Pesadillas"
"F518";"Otros trastornos no organicos del sueno"
"F519";"Trastorno no organico del sueno, no especificado"
"F52";"Disfunción sexual no ocasionada por trastorno ni enfermedad orgánicos"
"F520";"Falta o perdida del deseo sexual"
"F521";"Aversion al sexo y falta de goce sexual"
"F522";"Falla de la respuesta genital"
"F523";"Disfuncion orgasmica"
"F524";"Eyaculacion precoz"
"F525";"Vaginismo no organico"
"F526";"Dispareunia no organica"
"F527";"Impulso sexual excesivo"
"F528";"Otras disfunciones sexuales, no ocasionadas por trastorno ni por enfermedad organicos"
"F529";"Disfuncion sexual no ocasionada por trastorno ni por enfermedad organicos, no especificada"
"F53";"Trastornos mentales y del comportamiento asociados con el puerperio, no clasificados en otra parte"
"F530";"Trastornos mentales y del comportamiento leves, asociados con el puerperio, no clasificados en otra parte"
"F531";"Trastornos mentales y del comportamiento graves, asociados con el puerperio, no clasificados en otra parte"
"F538";"Otros trastornos mentales y del comportamiento asociados con el puerperio, no clasificados en otra parte"
"F539";"Trastorno mental puerperal, no especificado"
"F54";"Factores psicológicos y del comportamiento asociados con trastornos o enfermedades clasificados en otra parte"
"F54X";"Factores psicologicos y del comportamiento asociados con trastornos o enfermedades clasificados en otra parte"
"F55";"Abuso de sustancias que no producen dependencia"
"F55X";"Abuso de sustancias que no producen dependencia"
"F59";"Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos, no especificados"
"F59X";"Sindromes del comportamiento asociados con alteraciones fisiologicas y factores fisicos, no especificados"
"F60";"Trastornos específicos de la personalidad"
"F600";"Trastorno paranoide de la personalidad"
"F601";"Trastorno esquizoide de la personalidad"
"F602";"Trastorno asocial de la personalidad"
"F603";"Trastorno de la personalidad emocionalmente inestable"
"F604";"Trastorno histrionico de la personalidad"
"F605";"Trastorno anancastico de la personalidad"
"F606";"Trastorno de la personalidad ansiosa (evasiva, elusiva)"
"F607";"Trastorno de la personalidad dependiente"
"F608";"Otros trastornos especificos de la personalidad"
"F609";"Trastorno de la personalidad, no especificado"
"F61";"Trastornos mixtos y otros trastornos de la personalidad"
"F61X";"Trastornos mixtos y otros trastornos de la personalidad"
"F62";"Cambios perdurables de la personalidad, no atribuibles a lesión o a enfermedad cerebral"
"F620";"Cambio perdurable de la personalidad despues de una experiencia catastrofica"
"F621";"Cambio perdurable de la personalidad consecutivo a una enfermedad psiquiatrica"
"F628";"Otros cambios perdurables de la personalidad"
"F629";"Cambio perdurable de la personalidad, no especificado"
"F63";"Trastornos de los hábitos y de los impulsos"
"F630";"Juego patologico"
"F631";"Piromania"
"F632";"Hurto patologico [cleptomania]"
"F633";"Tricotilomania"
"F638";"Otros trastornos de los habitos y de los impulsos"
"F639";"Trastorno de los habitos y de los impulsos, no especificado"
"F64";"Trastornos de la identidad de género"
"F640";"Transexualismo"
"F641";"Transvestismo de rol dual"
"F642";"Trastorno de la identidad de genero en la ninez"
"F648";"Otros trastornos de la identidad de genero"
"F649";"Trastorno de la identidad de genero, no especificado"
"F65";"Trastornos de la preferencia sexual"
"F650";"Fetichismo"
"F651";"Transvestismo fetichista"
"F652";"Exhibicionismo"
"F653";"Voyeurismo"
"F654";"Pedofilia"
"F655";"Sadomasoquismo"
"F656";"Trastornos multiples de la preferencia sexual"
"F658";"Otros trastornos de la preferencia sexual"
"F659";"Trastorno de la preferencia sexual, no especificado"
"F66";"Trastornos psicológicos y del comportamiento asociados con el desarrollo y con la orientación sexuales"
"F660";"Trastorno de la maduracion sexual"
"F661";"Orientacion sexual egodistonica"
"F662";"Trastorno de la relacion sexual"
"F668";"Otros trastornos del desarrollo psicosexual"
"F669";"Trastorno del desarrollo psicosexual, no especificado"
"F68";"Otros trastornos de la personalidad y del comportamiento en adultos"
"F680";"Elaboracion de sintomas fisicos por causas psicologicas"
"F681";"Produccion intencional o simulacion de sintomas o de incapacidades, tanto fisicas como psicologicas [trastorno facticio]"
"F688";"Otros trastornos especificados de la personalidad y del comportamiento en adultos"
"F69";"Trastorno de la personalidad y del comportamiento en adultos, no especificado"
"F69X";"Trastorno de la personalidad y del comportamiento en adultos, no especificado"
"F70";"Retraso mental leve"
"F700";"Retraso mental leve, deterioro del comportamiento nulo o minimo"
"F701";"Retraso mental leve, deterioro del comportamiento significativo, que requiere atencion o tratamiento"
"F708";"Retraso mental leve, otros deterioros del comportamiento"
"F709";"Retraso mental leve, deterioro del comportamiento de grado no especificado"
"F71";"Retraso mental moderado"
"F710";"Retraso mental moderado, deterioro del comportamiento nulo o minimo"
"F711";"Retraso mental moderado, deterioro del comportamiento significativo, que requiere atencion o tratamiento"
"F718";"Retraso mental moderado, otros deterioros del comportamiento"
"F719";"Retraso mental moderado, deterioro del comportamiento de grado no especificado"
"F72";"Retraso mental grave"
"F720";"Retraso mental grave, deterioro del comportamiento nulo o minimo"
"F721";"Retraso mental grave, deterioro del comportamiento significativo, que requiere atencion o tratamiento"
"F728";"Retraso mental grave, otros deterioros del comportamiento"
"F729";"Retraso mental grave, deterioro del comportamiento de grado no especificado"
"F73";"Retraso mental profundo"
"F730";"Retraso mental profundo, deterioro del comportamiento nulo o minimo"
"F731";"Retraso mental profundo, deterioro del comportamiento significativo, que requiere atencion o tratamiento"
"F738";"Retraso mental profundo, otros deterioros del comportamiento"
"F739";"Retraso mental profundo, deterioro del comportamiento de grado no especificado"
"F78";"Otros tipos de retraso mental"
"F780";"Otros tipos de retraso mental, deterioro del comportamiento nulo o minimo"
"F781";"Otros tipos de retraso mental, deterioro del comportamiento significativo, que requiere atencion o tratamiento"
"F788";"Otros tipos de retraso mental, otros deterioros del comportamiento"
"F789";"Otros tipos de retraso mental,  deterioro del comportamiento de grado no especificado"
"F79";"Retraso mental, no especificado"
"F790";"Retraso mental, no especificado, deterioro del comportamiento nulo o minimo"
"F791";"Retraso mental, no especificado, deterioro del comportamiento significativo, que requiere atencion o tratamiento"
"F798";"Retraso mental, no especificado, otros deterioros del comportamiento"
"F799";"Retraso mental, no especificado, deterioro del comportamiento de grado no especificado"
"F80";"Trastornos específicos del desarrollo del habla y del lenguaje"
"F800";"Trastorno especifico de la pronunciacion"
"F801";"Trastorno del lenguaje expresivo"
"F802";"Trastorno de la recepcion del lenguaje"
"F803";"Afasia adquirida con epilepsia [Landau-Kleffner]"
"F808";"Otros trastornos del desarrollo del habla y del lenguaje"
"F809";"Trastorno del desarrollo del habla y del lenguaje no especificado"
"F81";"Trastornos específicos del  desarrollo de las habilidades escolares"
"F810";"Trastorno especifico de la lectura"
"F811";"Trastorno especifico del deletreo [ortografia]"
"F812";"Trastorno especifico de las habilidades aritmeticas"
"F813";"Trastorno mixto de las habilidades escolares"
"F818";"Otros trastornos del desarrollo de las habilidades escolares"
"F819";"Trastorno del desarrollo de las habilidades escolares, no especificado"
"F82";"Trastorno especÍfico del desarrollo de la función motriz"
"F82X";"Trastorno especifico del desarrollo de la funcion motriz"
"F83";"Trastornos específicos mixtos del desarrollo"
"F83X";"Trastornos especificos mixtos del desarrollo"
"F84";"Trastornos generalizados del desarrollo"
"F840";"Autismo en la ninez"
"F841";"Autismo atipico"
"F842";"Sindrome de Rett"
"F843";"Otro trastorno desintegrativo de la ninez"
"F844";"Trastorno hiperactivo asociado con retraso mental y movimientos estereotipados"
"F845";"Sindrome de Asperger"
"F848";"Otros trastornos generalizados del desarrollo"
"F849";"Trastorno generalizado del desarrollo no especificado"
"F88";"Otros trastornos del desarrollo psicológico"
"F88X";"Otros trastornos del desarrollo psicologico"
"F89";"Trastorno del desarrollo psicológico, no especificado"
"F89X";"Trastorno del desarrollo psicologico, no especificado"
"F90";"Trastornos hipercinéticos"
"F900";"Perturbacion de la actividad y de la atencion"
"F901";"Trastorno hipercinetico de la conducta"
"F908";"Otros trastornos hipercineticos"
"F909";"Trastorno hipercinetico, no especificado"
"F91";"Trastornos de la conducta"
"F910";"Trastorno de la conducta limitado al contexto familiar"
"F911";"Trastorno de la conducta insociable"
"F912";"Trastorno de la conducta sociable"
"F913";"Trastorno opositor desafiante"
"F918";"Otros trastornos de la conducta"
"F919";"Trastorno de la conducta, no especificado"
"F92";"Trastornos mixtos de la conducta y de las emociones"
"F920";"Trastorno depresivo de la conducta"
"F928";"Otros trastornos mixtos de la conducta y de las emociones"
