"code";"description"
"090101";"DRENAJE EN LA GLÁNDULA LAGRIMAL"
"091101";"BIOPSIA DE LA GLÁNDULA LAGRIMAL"
"091201";"BIOPSIA DE LA VÍA LAGRIMAL"
"092001";"DACRIOADENECTOMÍA PARCIAL"
"092002";"DACRIOADENECTOMÍA TOTAL"
"094101";"EXTRACCIÓN DE CUERPO EXTRAÑO DEL SACO LAGRIMAL"
"094201";"SONDEO Y LAVADO DE LAS VÍAS LAGRIMALES VÍA EXTERNA"
"094202";"SONDEO Y LAVADO DE LAS VÍAS LAGRIMALES VÍA ENDOSCÓPICA"
"094401";"INTUBACIÓN DE VÍA LAGRIMAL VÍA EXTERNA"
"094402";"INTUBACIÓN DE VÍA LAGRIMAL VÍA ENDOSCÓPICA"
"095001";"DRENAJE DEL SACO LAGRIMAL"
"095002";"DRENAJE DEL CANALÍCULO LAGRIMAL"
"096101";"DACRIOCISTECTOMÍA"
"097101";"PLASTIA EN CANALÍCULOS LAGRIMALES"
"097201";"PLASTIA DE PUNTO LAGRIMAL SIMPLE"
"097301";"PLASTIA DE PUNTO LAGRIMAL MODIFICADA CON SUTURAS"
"098101";"DACRIOCISTORRINOSTOMÍA VÍA ABIERTA"
"098102";"DACRIOCISTORRINOSTOMÍA TRANSNASAL VÍA ENDOSCÓPICA"
"098105";"DACRIOCISTORRINOSTOMÍA REVISIONAL VÍA EXTERNA"
"098106";"DACRIOCISTORRINOSTOMÍA REVISIONAL VÍA ENDOSCÓPICA"
"098201";"CONJUNTIVODACRIOCISTORRINOSTOMÍA SIMPLE VÍA EXTERNA"
"098202";"CONJUNTIVODACRIOCISTORRINOSTOMÍA SIMPLE TRANSANASAL VÍA ENDOSCÓPICA"
"098301";"CONJUNTIVODACRIOCISTORRINOSTOMÍA CON DISPOSITIVO VÍA EXTERNA"
"098302";"CONJUNTIVODACRIOCISTORRINOSTOMÍA CON DISPOSITIVO VÍA ENDOSCÓPICA"
"099001";"CIERRE DEL PUNTO LAGRIMAL CON SUTURA"
"099002";"CIERRE TEMPORAL DE PUNTOS LAGRIMALES CON DISPOSITIVO"
"099003";"CIERRE DE PUNTOS LAGRIMALES ASISTIDO"
"100101";"EXTRACCIÓN DE CUERPO EXTRAÑO SUBCONJUNTIVAL"
"102101";"BIOPSIA DE CONJUNTIVA "
"102102";"CITOLOGÍA DE CONJUNTIVA"
"102103";"CITOLOGÍA DE IMPRESIÓN EN CONJUNTIVA"
"103101";"RESECCIÓN DE LESIÓN O TUMOR BENIGNO DE CONJUNTIVA"
"103102";"RESECCIÓN DE LESIÓN O TUMOR BENIGNO DE CONJUNTIVA CON INJERTO"
"103103";"RESECCIÓN SIMPLE DE PTERIGION (NASAL O TEMPORAL)"
"103104";"RESECCIÓN DE PTERIGION (NASAL O TEMPORAL) CON INJERTO"
"103105";"RESECCIÓN DE PTERIGION REPRODUCIDO (NASAL O TEMPORAL) CON INJERTO"
"103106";"RESECCIÓN DE TUMOR MALIGNO DE CONJUNTIVA CON INJERTO"
"103107";"RESECCIÓN DE TUMOR MALIGNO DE CONJUNTIVA SIN INJERTO"
"103108";"PERITOMÍA TOTAL"
"103204";"ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA"
"104001";"REPARACIÓN SIMPLE DE SIMBLÉFARON"
"104002";"REPARACIÓN DE SIMBLÉFARON CON INJERTO LIBRE EN CONJUNTIVA"
"104003";"REPARACIÓN DE SIMBLÉFARON CON INJERTO DE TEJIDO EXTRAOCULAR"
"106101";"SUTURA EN LA CONJUNTIVA"
"107201";"RECONSTRUCCIÓN DE SUPERFICIE OCULAR CON INJERTO DE TEJIDO OCULAR"
"107202";"RECONSTRUCCIÓN DE SUPERFICIE OCULAR CON INJERTO DE TEJIDO EXTRAOCULAR"
"107203";"RECONSTRUCCIÓN DE FONDOS DE SACO CON INJERTO DE TEJIDO OCULAR"
"107204";"RECONSTRUCCIÓN DE FONDOS DE SACO CON INJERTO DE TEJIDO EXTRAOCULAR"
"107301";"CORRECCIÓN DE CONJUNTIVOCHALASIS"
"110001";"EXTRACCIÓN DE CUERPO EXTRAÑO SUPERFICIAL EN CÓRNEA"
"110002";"EXTRACCIÓN DE CUERPO EXTRAÑO PROFUNDO EN CÓRNEA"
"111201";"DRENAJE DE COLECCIONES EN CÓRNEA"
"112101";"FROTIS DE CÓRNEA"
"112102";"CITOLOGÍA DE IMPRESIÓN DE CÓRNEA"
"112201";"BIOPSIA DE CÓRNEA"
"114101";"RESECCIÓN DE TUMOR BENIGNO DE CÓRNEA "
"114102";"RESECCIÓN DE TUMOR MALIGNO DE CÓRNEA "
"114201";"CAUTERIZACIÓN DE CÓRNEA MANUAL"
"114202";"CAUTERIZACIÓN DE CÓRNEA ASISTIDA"
"114301";"LIMPIEZA DE ENTRECARA MANUAL"
"115201";"REPARACIÓN DE DESHISCENCIA DE HERIDA CORNEAL"
"115301";"REPARACIÓN DE LACERACIÓN O HERIDA CORNEAL CON INJERTO ESPESOR PARCIAL"
"115302";"REPARACIÓN DE LACERACIÓN O HERIDA CORNEAL CON INJERTO ESPESOR TOTAL"
"115305";"REPARACIÓN DE PERFORACIÓN DE CÓRNEA"
"115306";"SUTURA DE CÓRNEA"
"115307";"QUERATECTOMÍA MANUAL"
"115308";"QUERATECTOMÍA ASISTIDA"
"115309";"REPOSICIÓN DE COLGAJO CORNEAL"
"115401";"RECUBRIMIENTO DE CÓRNEA CON COLGAJO CONJUNTIVAL"
"115402";"RECUBRIMIENTO DE CÓRNEA CON INJERTO"
"115801";"RETIRO DE SUTURA EN CÓRNEA"
"116001";"QUERATOPLASTIA ENDOTELIAL MANUAL"
"116002";"QUERATOPLASTIA ENDOTELIAL ASISTIDA"
"116101";"QUERATOPLASTIA LAMELAR ANTERIOR MANUAL"
"116102";"QUERATOPLASTIA LAMELAR ANTERIOR ASISTIDA"
"116103";"QUERATOPLASTIA LAMELAR PROFUNDA MANUAL"
"116104";"QUERATOPLASTIA LAMELAR PROFUNDA ASISTIDA"
"116201";"QUERATOPLASTIA PENETRANTE MANUAL"
"116202";"QUERATOPLASTIA PENETRANTE ASISTIDA"
"116401";"ESCLEROQUERATOPLASTIA"
"117301";"IMPLANTE DE PRÓTESIS CORNEANA [QUERATOPRÓTESIS] TEMPORAL"
"117302";"IMPLANTE DE PRÓTESIS CORNEANA [QUERATOPRÓTESIS] PERMANENTE"
"117401";"QUERATOTOMÍA INCISIONAL MANUAL"
"117402";"QUERATOTOMÍA INCISIONAL ASISTIDA"
"117501";"QUERATECTOMÍA  FOTORREFRACTIVA MÁS QUERATOMILEUSIS MANUAL"
"117502";"QUERATECTOMÍA  FOTORREFRACTIVA MÁS QUERATOMILEUSIS ASISTIDA"
"117800";"TERMOQUERATOPLASTIA SOD"
"118101";"QUERATOPIGMENTACIÓN [TATUAJE DE CÓRNEA]"
"118202";"EXTRACCIÓN DE DISPOSITIVO EN CÓRNEA"
"118203";"IMPLANTE DE DISPOSITIVO EN CÓRNEA MANUAL"
"118204";"IMPLANTE DE DISPOSITIVO EN CÓRNEA ASISTIDO"
"118303";"ENTRECRUZAMIENTO DE COLÁGENO CORNEAL"
"120001";"EXTRACCIÓN DE CUERPO EXTRAÑO INTRAOCULAR DEL SEGMENTO ANTERIOR DE OJO"
"121101";"IRIDOTOMÍA MANUAL"
"121102";"IRIDOTOMÍA ASISTIDA"
"121301";"REDUCCIÓN DE HERNIA DE IRIS"
"121401";"IRIDECTOMÍA (BASAL, PERIFÉRICA Y TOTAL)"
"122101";"PARACENTESIS DIAGNÓSTICA DE CÁMARA ANTERIOR DEL OJO"
"122201";"BIOPSIA DE IRIS"
"122301";"BIOPSIA DE ESCLERÓTICA"
"122401";"BIOPSIA DE CUERPO CILIAR"
"123001";"IRIDOPLASTIA MANUAL"
"123002";"IRIDOPLASTIA ASISTIDA"
"123201";"LISIS DE GONIOSINEQUIAS "
"123202";"LISIS DE SINEQUIAS ANTERIORES"
"123203";"LISIS DE SINEQUIAS POSTERIORES "
"123401";"REPARACIÓN O SUTURA DE IRIDODIÁLISIS"
"123501";"COREOPLASTIA (PUPILOPLASTIA)"
"123502";"CERCLAJE PUPILAR"
"124102";"ABLACIÓN DE LESIÓN DE IRIS"
"124201";"RESECCIÓN DE TUMOR DE IRIS"
"124202";"IRIDOCISTECTOMÍA"
"124203";"ESCISIÓN DE LESIÓN DE IRIS"
"124303";"ABLACIÓN DE LESIÓN DE CUERPO CILIAR VÍA INTERNA"
"124304";"ABLACIÓN DE LESIÓN DE CUERPO CILIAR VÍA EXTERNA"
"124401";"RESECCIÓN DE LESIÓN O TUMOR EN CUERPO CILIAR"
"124402";"IRIDOCICLECTOMÍA"
"125101";"GONIOTOMÍA"
"125401";"TRABECULOTOMÍA"
"125501";"CICLODIÁLISIS (DESINSERCIÓN PARCIAL DEL CUERPO CILIAR)"
"126301";"TRABECULECTOMÍA AB-EXTERNO"
"126302";"ESCLERECTOMÍA PROFUNDA NO PENETRANTE"
"126303";"VISCOCANALOSTOMÍA"
"126304";"CANALOPLASTIA"
"126403";"TRABECULECTOMÍA CONVENCIONAL"
"126601";"REVISIÓN DE AMPOLLA FILTRANTE"
"126602";"SUTURA DE COMPRESIÓN DE AMPOLLA FILTRANTE"
"126603";"SUTUROLISIS SUBCONJUNTIVAL DE COLGAJO ESCLERAL ASISTIDA"
"126604";"LIBERACIÓN DE OBSTRUCCIÓN DE VENTANA FILTRANTE ASISTIDA"
"126702";"INSERCIÓN DE DISPOSITIVO ANCLADO A ESCLERA"
"126703";"INSERCIÓN DE DISPOSITIVO VÍA GONIOSCÓPICA"
"126704";"INSERCIÓN DE DISPOSITIVO VÍA EXTERNA"
"126705";"REVISIÓN ANTERIOR DE TUBO DE DISPOSITIVO"
"126706";"REVISIÓN DE DISPOSITIVO CON OBSTRUCCIÓN POSTERIOR"
"126707";"REVISIÓN DE DISPOSITIVO VÍA GONIOSCÓPICA"
"126708";"REVISIÓN DE DISPOSITIVO VÍA EXTERNA"
"127501";"TRABECULOPLASTIA ASISTIDA"
"128101";"SUTURA DE LA ESCLERA [ESCLERORRAFIA]"
"128401";"RESECCIÓN DE TUMOR DE LA ESCLERÓTICA, VÍA ABIERTA"
"128405";"ABLACIÓN DE LESIÓN O TUMOR DE LA ESCLERÓTICA"
"128801";"ESCLEROPLASTIA SIMPLE"
"128802";"ESCLEROPLASTIA CON INJERTO"
"129101";"PARACENTESIS TERAPÉUTICA DE CÁMARA ANTERIOR DEL OJO"
"129102";"LAVADO DE CÁMARA ANTERIOR DEL OJO"
"129302";"INSERCIÓN DE LENTE INTRAOCULAR FÁQUICO EN CÁMARA ANTERIOR"
"129303";"INSERCIÓN DE LENTE INTRAOCULAR FÁQUICO EN CÁMARA POSTERIOR"
"129402";"EXTRACCIÓN DE LENTE INTRAOCULAR FÁQUICO EN CÁMARA ANTERIOR"
"129403";"EXTRACCIÓN DE LENTE INTRAOCULAR FÁQUICO EN CÁMARA POSTERIOR"
"130001";"EXTRACCIÓN INTRACAPSULAR DE CRISTALINO"
"130002";"EXTRACCIÓN EXTRACAPSULAR MANUAL DE CRISTALINO"
"130003";"EXTRACCIÓN EXTRACAPSULAR ASISTIDA DE CRISTALINO "
"130004";"EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO EN PRESENCIA DE AMPOLLA FILTRANTE PREVIA"
"136401";"RESECCIÓN DE MEMBRANA SECUNDARIA MANUAL"
"136402";"RESECCIÓN DE MEMBRANA SECUNDARIA ASISTIDA"
"136504";"CAPSULOTOMÍA MANUAL"
"136505";"CAPSULOTOMÍA ASISTIDA"
"137001";"INSERCIÓN DE LENTE INTRAOCULAR EN CÁMARA ANTERIOR DE APOYO ANGULAR"
"137002";"INSERCIÓN DE LENTE INTRAOCULAR EN CÁMARA ANTERIOR FIJADO AL IRIS"
"137003";"INSERCIÓN DE LENTE INTRAOCULAR EN CÁMARA POSTERIOR SOBRE RESTOS CAPSULARES"
"137004";"INSERCIÓN DE LENTE INTRAOCULAR EN CÁMARA POSTERIOR FIJADO AL IRIS"
"137005";"INSERCIÓN DE LENTE INTRAOCULAR EN CÁMARA POSTERIOR FIJADO A ESCLERA"
"137006";"REPOSICIONAMIENTO DE LENTE INTRAOCULAR"
"137007";"IMPLANTE DE DISPOSITIVO DE EXPANSIÓN CAPSULAR"
"138101";"EXTRACCIÓN DE LENTE INTRAOCULAR (PSEUDOCRISTALINO) DE CÁMARA ANTERIOR O POSTERIOR"
"142004";"ABLACIÓN DE LESIÓN CORIORETINAL"
"142005";"ABLACIÓN DE RETINA AVASCULAR"
"143401";"REPARACIÓN ASISTIDA DE LESIÓN RETINAL POR RETINOPEXIA"
"143402";"REPARACIÓN ASISTIDA DE LESIÓN RETINAL VÍA INTERNA"
"143403";"REPARACIÓN ASISTIDA DE LESIÓN RETINAL VÍA EXTERNA"
"143404";"REPARACIÓN DE LESIÓN RETINAL POR RETINOPEXIA NEUMÁTICA"
"143501";"REPARACIÓN DE LESIÓN RETINAL POR INDENTACIÓN ESCLERAL"
"147101";"VITRECTOMÍA ANTERIOR "
"147103";"ASPIRACION DIAGNÓSTICA DE VÍTREO"
"147104";"VITRECTOMÍA ANTERIOR CON RETIRO DE MATERIAL IMPLANTADO"
"147401";"VITRECTOMÍA POSTERIOR CON INSERCIÓN DE SILICÓN O GASES"
"147402";"VITRECTOMÍA POSTERIOR CON RETINOPEXIA"
"147403";"VITRECTOMÍA POSTERIOR ASISTIDA"
"147404";"VITRECTOMÍA POSTERIOR SIN INSERCIÓN DE SILICÓN O GASES"
"147405";"VITRECTOMÍA POSTERIOR CON RETIRO DE MATERIAL IMPLANTADO"
"147406";"VITRECTOMÍA POSTERIOR CON RETIRO DE CUERPO EXTRAÑO INTRAOCULAR"
"147407";"VITRECTOMÍA POSTERIOR ENDOSCÓPICA"
"147408";"DRENAJE DE HEMORRAGIA COROIDEA"
"147502";"IMPLANTE INTRAVÍTREO"
"147503";"VITREOLISIS ASISTIDA"
"150101";"BIOPSIA DE MÚSCULO O TENDÓN EXTRAOCULAR"
"150201";"EXPLORACIÓN DE MÚSCULOS EXTRAOCULARES"
"152001";"ALARGAMIENTO EN UN MÚSCULO EXTRAOCULAR"
"152002";"ALARGAMIENTO EN UN MÚSCULO EXTRAOCULAR CON INJERTO"
"152003";"ACORTAMIENTO EN UN MÚSCULO EXTRAOCULAR"
"154001";"REINSERCIÓN DE MÚSCULOS RECTOS"
"154002";"REINSERCIÓN DE MÚSCULOS OBLICUOS"
"154003";"RETROINSERCIÓN DE MÚSCULOS RECTOS"
"154004";"RETROINSERCIÓN DE MÚSCULOS OBLICUOS"
"154005";"ANTEROINSERCIÓN DE MÚSCULOS RECTOS"
"154006";"ANTEROINSERCIÓN DE MÚSCULOS OBLICUOS"
"154007";"RESECCIÓN DE MÚSCULOS RECTOS"
"154008";"RESECCIÓN DE MÚSCULOS OBLICUOS"
"154009";"TRANSPOSICIÓN DE MÚSCULOS EXTRAOCULARES A ESCLERA"
"154010";"TRANSPOSICIÓN DE MÚSCULOS EXTRAOCULARES A ÓRBITA"
"157101";"REPARACIÓN DE LESIÓN EN MÚSCULO EXTRAOCULAR, TENDÓN O CÁPSULA DE TENON"
"160101";"ORBITOTOMÍA CON COLGAJO ÓSEO"
"160201";"ORBITOTOMÍA CON INSERCIÓN DE IMPLANTE ORBITAL"
"161101";"EXTRACCIÓN DE CUERPO EXTRAÑO EN ÓRBITA"
"162201";"ASPIRACIÓN DIAGNÓSTICA EN ÓRBITA"
"162301";"BIOPSIA DE PARED DE ÓRBITA"
"162302";"BIOPSIA DE CONTENIDO ORBITARIO"
"163001";"EVISCERACIÓN DEL GLOBO OCULAR SIN IMPLANTE"
"163002";"EVISCERACIÓN DEL GLOBO OCULAR CON IMPLANTE"
"164001";"ENUCLEACIÓN SIMPLE"
"164002";"ENUCLEACIÓN CON IMPLANTE PROTÉSICO"
"164003";"ENUCLEACIÓN CON IMPLANTE PROTÉSICO E INJERTO DE ESCLERA"
"164004";"ENUCLEACIÓN CON INJERTO DERMOGRASO"
"165001";"EXENTERACIÓN DE LA ÓRBITA"
"166101";"INSERCIÓN SECUNDARIA DE PRÓTESIS CON FORMACIÓN DE FONDOS DE SACO CONJUNTIVALES"
"166301";"REVISIÓN E INSERCIÓN DE IMPLANTE ORBITARIO"
"167101";"RETIRO DE IMPLANTE ORBITARIO U OCULAR"
"168301";"PLASTIA DE ÓRBITA CON RECONSTRUCCIÓN DE FONDOS DE SACO CON INJERTOS"
"168401";"DESCOMPRESIÓN DE ÓRBITA VÍA TECHO DE ÓRBITA"
"168402";"DESCOMPRESIÓN DE ÓRBITA VÍA LATERAL"
"168403";"DESCOMPRESIÓN DE ÓRBITA VÍA INFERIOR O MEDIAL VÍA ENDOSCÓPICA"
"168405";"DESCOMPRESIÓN DE ÓRBITA VÍA INFERIOR O MEDIAL VÍA ABIERTA"
"169001";"INYECCIÓN INTRAORBITARIA DE SUSTANCIA TERAPÉUTICA"
"169002";"INYECCIÓN INTRAPALPEBRAL DE SUSTANCIA TERAPÉUTICA"
"169003";"INYECCIÓN SUBCONJUNTIVAL DE SUSTANCIA TERAPÉUTICA"
"169004";"INYECCIÓN INTRACORNEAL DE SUSTANCIA TERAPÉUTICA"
"169005";"INYECCIÓN EN CÁMARA ANTERIOR DE SUSTANCIA TERAPÉUTICA"
"169006";"INYECCIÓN INTRAVÍTREA DE SUSTANCIA TERAPÉUTICA"
"169007";"INYECCIÓN EN MÚSCULOS EXTRAOCULARES DE SUSTANCIA TERAPÉUTICA"
"169201";"RESECCIÓN DE TUMOR MALIGNO DE ÓRBITA"
"169202";"RESECCIÓN DE TUMOR BENIGNO DE ÓRBITA"
"169203";"DRENAJE DE COLECCIÓN ANTERIOR DE ÓRBITA"
"169204";"DRENAJE DE COLECCIÓN POSTERIOR DE ÓRBITA"
"170001";"APICECTOMÍA VÍA INFRACOCLEAR"
"170002";"APICECTOMÍA VÍA TRANSCOCLEAR"
"170003";"APICECTOMÍA VÍA RETROLABERÍNTICA O TRANSLABERÍNTICA"
"170004";"APICECTOMÍA FOSA MEDIA"
"170005";"PETROSECTOMÍA"
"170006";"RESECCIÓN PARCIAL DE HUESO TEMPORAL "
"170007";"RESECCIÓN SUBTOTAL DE HUESO TEMPORAL"
"170008";"RESECCIÓN TOTAL DE HUESO TEMPORAL "
"170009";"RESECCIÓN DE TUMOR O LESIÓN DE OIDO MEDIO VÍA TRANSCANAL"
"170010";"RESECCIÓN DE TUMOR O LESIÓN DE OIDO MEDIO Y MASTOIDES VÍA TRANSMASTOIDEA"
"170011";"RESECCIÓN DE TUMOR O LESIÓN DE OIDO MEDIO Y DEL FORAMEN YUGULAR VÍA FOSA INFRATEMPORAL"
"170012";"RESECCIÓN DE TUMOR O LESIÓN DE OIDO MEDIO Y DEL FORAMEN YUGULAR VÍA TRANSMASTOIDEA"
"170013";"RESECCIÓN DE TUMOR O LESIÓN DE OIDO MEDIO Y DEL FORAMEN YUGULAR VÍA TRANSLABERÍNTICA"
"170014";"RESECCIÓN DE TUMOR O LESIÓN DE OIDO MEDIO Y DEL FORAMEN YUGULAR VÍA TRANSCOCLEAR O TRANSCONDILAR O TRANSÓTICO"
"180100";"DRENAJE DE COLECCIÓN DE PABELLÓN AURÍCULAR SOD"
"180200";"DRENAJE DE COLECCIÓN DE CONDUCTO AUDITIVO EXTERNO SOD"
"180301";"EXTRACCIÓN DE CUERPO EXTRAÑO DE CONDUCTO AUDITIVO EXTERNO, CON INCISIÓN "
"180302";"EXTRACCIÓN DE CERUMEN O CUERPO EXTRAÑO DEL CONDUCTO AUDITIVO EXTERNO BAJO VISIÓN MICROSCÓPICA O ENDOSCÓPICA"
"181101";"BIOPSIA DE AURÍCULA (PABELLÓN AURÍCULAR)"
"181102";"BIOPSIA DE CONDUCTO AUDITIVO EXTERNO"
"181103";"BIOPSIA DE OÍDO EXTERNO"
"182100";"RESECCIÓN DE FÍSTULA O QUISTE PREAURÍCULAR SOD"
"182200";"RESECCIÓN DE APÉNDICE PREAURÍCULAR SOD"
"182300";"RESECCIÓN DE QUISTE DE PABELLÓN AURÍCULAR SOD"
"182401";"ABLACIÓN DE LESIÓN DE OÍDO EXTERNO POR COAGULACIÓN, CAUTERIZACIÓN, FULGURACIÓN, CRIOTERAPIA U OTRA TÉCNICA"
"182402";"ABLACIÓN DE LESIÓN DE OÍDO EXTERNO"
"182501";"TOMA DE INJERTO CONDRAL DE PABELLÓN AURICULAR"
"183101";"RESECCIÓN DE TUMOR BENIGNO DE CONDUCTO AUDITIVO EXTERNO"
"183102";"AURICULECTOMÍA PARCIAL"
"183103";"AURICULECTOMÍA TOTAL"
"184100";"SUTURA DE LACERACIÓN DE PABELLÓN AURÍCULAR SOD"
"185101";"OTOPLASTIA SIN REDUCCIÓN DE TAMAÑO"
"185102";"OTOPLASTIA CON REDUCCIÓN DE TAMAÑO"
"185104";"PLASTIA EN LÓBULO DE OREJA"
"186201";"RECONSTRUCCIÓN DE MEATO AUDITIVO EXTERNO CON INJERTO LIBRE MICROVASCULARIZADO"
"186202";"RECONSTRUCCIÓN DE MEATO AUDITIVO EXTERNO"
"186203";"RECONSTRUCCIÓN DE MEATO AUDITIVO EXTERNO VÍA ENDOSCÓPICA"
"187101";"RECONSTRUCCIÓN PROTÉSICA DE AURÍCULA"
"187102";"RECONSTRUCCIÓN PROTÉSICA DE AURÍCULA, CON MINIPLACAS DE FIJACIÓN INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSÍNTESIS)"
"187103";"RECONSTRUCCIÓN POR AGENESIA DE LA AURÍCULA (PRIMER TIEMPO), CON IMPLANTE ALOPLÁSTICO"
"187104";"RECONSTRUCCIÓN POR AGENESIA DE LA AURÍCULA (PRIMER TIEMPO), CON INJERTO DE CARTÍLAGO COSTAL"
"187105";"RECONSTRUCCIÓN POR AGENESIA DE LA AURÍCULA; TRANSPOSICIÓN DEL LÓBULO EN MICROTIA (SEGUNDO TIEMPO)"
"187106";"RECONSTRUCCIÓN POR AGENESIA DE LA AURÍCULA CON RECONSTRUCCIÓN DEL TRAGO Y SURCO RETROAURÍCULAR (TERCER TIEMPO)"
"187107";"RECONSTRUCCIÓN DE PABELLÓN AURÍCULAR"
"187200";"REIMPLANTE DE AURÍCULA (PABELLÓN AURÍCULAR) SOD"
"193001";"ESTAPEDIOLISIS"
"193002";"ESTAPEDIOLISIS VÍA ENDOSCÓPICA"
"193101";"ESTAPEDECTOMÍA O ESTAPEDOTOMÍA CON COLOCACIÓN DE PRÓTESIS"
"193102";"ESTAPEDECTOMÍA O ESTAPEDOTOMÍA CON COLOCACIÓN DE PRÓTESIS VÍA ENDOSCÓPICA"
"193201";"REVISIÓN DE ESTAPEDECTOMÍA O ESTAPEDOTOMÍA"
"193202";"REVISIÓN DE ESTAPEDECTOMÍA O ESTAPEDOTOMÍA VÍA ENDOSCÓPICA"
"194105";"CIERRE DE PERFORACIÓN DE MEMBRANA TIMPÁNICA [MIRINGOPLASTIA]"
"194106";"CIERRE DE PERFORACIÓN DE MEMBRANA TIMPÁNICA [MIRINGOPLASTIA] VÍA ENDOSCÓPICA"
"194107";"TIMPANOPLASTIA CON REVISIÓN DE LA CADENA OSICULAR"
"194108";"TIMPANOPLASTIA CON REVISIÓN DE LA CADENA OSICULAR VÍA ENDOSCÓPICA"
"194201";"RECONSTRUCCIÓN DE CADENA ÓSEA [OSICULOPLASTIA] CON INJERTO O PRÓTESIS SOBRE REMANENTE DE CADENA ÓSEA"
"194202";"RECONSTRUCCIÓN DE CADENA ÓSEA [OSICULOPLASTIA] CON INJERTO O PRÓTESIS SOBRE REMANENTE DE CADENA ÓSEA VÍA ENDOSCÓPICA"
"194203";"RECONSTRUCCIÓN DE CADENA ÓSEA [OSICULOPLASTIA] CON INJERTO O PRÓTESIS SOBRE VENTANA SIN CADENA ÓSEA"
"194204";"RECONSTRUCCIÓN DE CADENA ÓSEA [OSICULOPLASTIA] CON INJERTO O PRÓTESIS SOBRE VENTANA SIN CADENA ÓSEA VÍA ENDOSCÓPICA"
"199001";"DESFUNCIONALIZACIÓN DE OIDO MEDIO VIA ABIERTA"
"199002";"DESFUNCIONALIZACIÓN DE OIDO MEDIO VIA ENDOSCÓPICA"
"199101";"CIERRE DE FÍSTULA PERILINFÁTICA DE OÍDO MEDIO"
"199102";"CIERRE DE FÍSTULA PERILINFÁTICA DE OÍDO MEDIO VÍA ENDOSCÓPICA"
"199300";"MASTOIDOPLASTIA SOD"
"200102";"TIMPANOTOMÍA CON DRENAJE DE MEMBRANA TIMPÁNICA"
"200103";"TIMPANOTOMÍA CON DRENAJE DE MEMBRANA TIMPÁNICA VÍA ENDOSCÓPICA"
"200104";"TIMPANOSTOMÍA CON COLOCACIÓN DE DISPOSITIVO"
"200105";"TIMPANOSTOMÍA CON COLOCACIÓN DE DISPOSITIVO VÍA ENDOSCÓPICA"
"202101";"DRENAJE DE COLECCIÓN DE MASTOIDES"
"202301";"TIMPANOTOMÍA EXPLORATORIA"
"202302";"TIMPANOTOMÍA EXPLORATORIA VÍA ENDOSCÓPICA"
"202401";"ASPIRACIÓN DE OÍDO MEDIO O CAVIDAD MASTOIDEA"
"202402";"ASPIRACIÓN DE OÍDO MEDIO O CAVIDAD MASTOIDEA VÍA ENDOSCÓPICA"
"202501";"INYECCIÓN DE SUSTANCIA TERAPÉUTICA INTRATIMPÁNICA"
"203101";"BIOPSIA DE OÍDO MEDIO E INTERNO"
"203102";"BIOPSIA DE OÍDO MEDIO E INTERNO VÍA ENDOSCÓPICA"
"204001";"ÁTICO ANTROMASTOIDECTOMÍA"
"204002";"ÁTICO ANTROMASTOIDECTOMÍA VÍA  ENDOSCÓPICA"
"204003";"MASTOIDECTOMÍA CON EPITIMPANECTOMÍA O TIMPANOTOMÍA POSTERIOR"
"204004";"MASTOIDECTOMÍA CON EPITIMPANECTOMÍA O TIMPANOTOMÍA POSTERIOR VÍA ENDOSCÓPICA"
"204201";"MASTOIDECTOMÍA SIN PRESERVACIÓN DE LA PARED POSTERIOR"
"204202";"MASTOIDECTOMÍA SIN PRESERVACIÓN DE LA PARED POSTERIOR VÍA ENDOSCÓPICA"
"204301";"DESFUNCIONALIZACIÓN DE LA MASTOIDES"
"204302";"DESFUNCIONALIZACIÓN DE LA MASTOIDES VÍA ENDOSCÓPICA"
"204303";"CORRECCIÓN DE DIVERTÍCULO DEL SENO SIGMOIDES"
"204304";"CORRECCIÓN DE DIVERTÍCULO DEL SENO SIGMOIDES VÍA ENDOSCÓPICA"
"204305";"CORRECCIÓN DE DEFECTO ÓSEO EN EL TEGMEN TIMPÁNICO BAJO VISIÓN MICROSCÓPICA O ENDOSCÓPICA VÍA TRANSMASTOIDEA"
"204306";"CORRECCIÓN DE DEFECTO ÓSEO EN EL TEGMEN TIMPÁNICO BAJO VISIÓN MICROSCÓPICA O ENDOSCÓPICA VÍA FOSA MEDIA"
"204307";"CORRECCIÓN DE DEFECTO ÓSEO EN EL TEGMEN MASTOIDEO BAJO VISIÓN MICROSCÓPICA O ENDOSCÓPICA VÍA TRANSMASTOIDEA"
"204308";"CORRECCIÓN DE DEFECTO ÓSEO EN EL TEGMEN MASTOIDEO BAJO VISIÓN MICROSCÓPICA O ENDOSCÓPICA VÍA FOSA MEDIA"
"207301";"DESCOMPRESIÓN DE SACO ENDOLINFÁTICO CON DERIVACIÓN"
"207302";"DESCOMPRESIÓN DE SACO ENDOLINFÁTICO"
"207501";"LABERINTECTOMÍA Y VESTIBULOTOMÍA, VÍA TRANSMASTOIDEA"
"207502";"LABERINTECTOMÍA O VESTIBULOTOMÍA"
